organ,source,target,source_type,target_type
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14451,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14454,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14457,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14460,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14463,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14466,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14469,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14471,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14474,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14478,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14482,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14486,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14490,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14494,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14497,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14501,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14505,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14510,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14515,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14520,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14525,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14530,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14535,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14540,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14545,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14549,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14553,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14557,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14561,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14564,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14568,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14573,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14579,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14585,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14591,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14597,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14602,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14608,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14614,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14620,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14626,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14630,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14635,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14640,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14645,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14650,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14655,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14658,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14661,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14664,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14667,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14671,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14675,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14680,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14685,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14689,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14692,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14696,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14700,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14703,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14706,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14709,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14713,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14717,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14720,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14723,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14726,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14728,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14731,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14734,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14737,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14740,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14743,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14745,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14748,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14752,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14756,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14759,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14763,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14767,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14771,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14775,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14779,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14782,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14785,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14788,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14791,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14794,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14797,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14800,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14803,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$14804,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15860,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15862,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15864,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15867,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15870,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15873,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15876,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15879,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15882,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15885,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15888,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15891,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15894,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15897,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15900,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15903,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15906,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15909,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15912,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15915,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15918,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15921,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15924,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15927,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15930,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15933,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15936,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15939,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15942,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15945,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15948,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15951,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15954,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15957,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15960,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15963,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15966,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15969,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15972,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15975,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15978,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15981,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15984,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15987,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15990,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15993,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15996,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$15999,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$16002,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$16005,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$16008,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$16011,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001780$$16014,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16017,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16018,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16020,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16023,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16026,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16029,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16032,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16035,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16038,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16041,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16044,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16047,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16050,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16053,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16056,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16059,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16062,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16065,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16068,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16071,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16074,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16077,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16080,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16083,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16086,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16089,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16092,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16095,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16098,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16101,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16104,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16107,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16110,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16113,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0002211$$16116,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16119,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16120,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16122,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16125,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16127,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16129,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16131,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16134,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16137,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16138,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16141,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16144,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16147,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16149,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16151,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16154,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16157,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16161,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16165,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16168,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16173,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16178,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16181,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16185,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16189,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16193,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16198,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16203,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16208,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16212,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16215,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16218,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16222,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16225,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16228,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16231,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16234,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16237,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16240,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16243,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16247,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16251,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16256,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16262,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16266,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16267,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16268,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16269,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16270,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16272,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16274,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16276,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16278,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16280,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16282,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16284,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0001021$$16286,AS,AS
peripheral_nervous_system,UBERON:0000010,UBERON:0000045,AS,AS
peripheral_nervous_system,UBERON:0001021$$13131,UBERON:0001780,AS,AS
peripheral_nervous_system,UBERON:0001021$$13132,UBERON:0001780$$13133,AS,AS
peripheral_nervous_system,UBERON:0001780$$13133,UBERON:0000962,AS,AS
peripheral_nervous_system,UBERON:0001021$$13134,UBERON:0001780$$13135,AS,AS
peripheral_nervous_system,UBERON:0001780$$13135,UBERON:0000962$$13136,AS,AS
peripheral_nervous_system,UBERON:0000962$$13136,FMA:6440,AS,AS
peripheral_nervous_system,UBERON:0001021$$13137,UBERON:0001780$$13138,AS,AS
peripheral_nervous_system,UBERON:0001780$$13138,UBERON:0000962$$13139,AS,AS
peripheral_nervous_system,UBERON:0000962$$13139,FMA:6443,AS,AS
peripheral_nervous_system,UBERON:0001021$$13140,UBERON:0001780$$13141,AS,AS
peripheral_nervous_system,UBERON:0001780$$13141,UBERON:0000962$$13142,AS,AS
peripheral_nervous_system,UBERON:0000962$$13142,FMA:6444,AS,AS
peripheral_nervous_system,UBERON:0001021$$13143,UBERON:0001780$$13144,AS,AS
peripheral_nervous_system,UBERON:0001780$$13144,UBERON:0000962$$13145,AS,AS
peripheral_nervous_system,UBERON:0000962$$13145,FMA:6445,AS,AS
peripheral_nervous_system,UBERON:0001021$$13146,UBERON:0001780$$13147,AS,AS
peripheral_nervous_system,UBERON:0001780$$13147,UBERON:0000962$$13148,AS,AS
peripheral_nervous_system,UBERON:0000962$$13148,FMA:6446,AS,AS
peripheral_nervous_system,UBERON:0001021$$13149,UBERON:0001780$$13150,AS,AS
peripheral_nervous_system,UBERON:0001780$$13150,UBERON:0000962$$13151,AS,AS
peripheral_nervous_system,UBERON:0000962$$13151,FMA:6447,AS,AS
peripheral_nervous_system,UBERON:0001021$$13152,UBERON:0001780$$13153,AS,AS
peripheral_nervous_system,UBERON:0001780$$13153,UBERON:0000962$$13154,AS,AS
peripheral_nervous_system,UBERON:0000962$$13154,FMA:6448,AS,AS
peripheral_nervous_system,UBERON:0001021$$13155,UBERON:0001780$$13156,AS,AS
peripheral_nervous_system,UBERON:0001780$$13156,UBERON:0000962$$13157,AS,AS
peripheral_nervous_system,UBERON:0000962$$13157,FMA:6449,AS,AS
peripheral_nervous_system,UBERON:0001021$$13158,UBERON:0001780$$13159,AS,AS
peripheral_nervous_system,UBERON:0001780$$13159,UBERON:0003726,AS,AS
peripheral_nervous_system,UBERON:0001021$$13160,UBERON:0001780$$13161,AS,AS
peripheral_nervous_system,UBERON:0001780$$13161,UBERON:0003726$$13162,AS,AS
peripheral_nervous_system,UBERON:0003726$$13162,FMA:6037,AS,AS
peripheral_nervous_system,UBERON:0001021$$13163,UBERON:0001780$$13164,AS,AS
peripheral_nervous_system,UBERON:0001780$$13164,UBERON:0003726$$13165,AS,AS
peripheral_nervous_system,UBERON:0003726$$13165,FMA:6169,AS,AS
peripheral_nervous_system,UBERON:0001021$$13166,UBERON:0001780$$13167,AS,AS
peripheral_nervous_system,UBERON:0001780$$13167,UBERON:0003726$$13168,AS,AS
peripheral_nervous_system,UBERON:0003726$$13168,FMA:6171,AS,AS
peripheral_nervous_system,UBERON:0001021$$13169,UBERON:0001780$$13170,AS,AS
peripheral_nervous_system,UBERON:0001780$$13170,UBERON:0003726$$13171,AS,AS
peripheral_nervous_system,UBERON:0003726$$13171,FMA:6290,AS,AS
peripheral_nervous_system,UBERON:0001021$$13172,UBERON:0001780$$13173,AS,AS
peripheral_nervous_system,UBERON:0001780$$13173,UBERON:0003726$$13174,AS,AS
peripheral_nervous_system,UBERON:0003726$$13174,FMA:6293,AS,AS
peripheral_nervous_system,UBERON:0001021$$13175,UBERON:0001780$$13176,AS,AS
peripheral_nervous_system,UBERON:0001780$$13176,UBERON:0003726$$13177,AS,AS
peripheral_nervous_system,UBERON:0003726$$13177,FMA:6296,AS,AS
peripheral_nervous_system,UBERON:0001021$$13178,UBERON:0001780$$13179,AS,AS
peripheral_nervous_system,UBERON:0001780$$13179,UBERON:0003726$$13180,AS,AS
peripheral_nervous_system,UBERON:0003726$$13180,FMA:6299,AS,AS
peripheral_nervous_system,UBERON:0001021$$13181,UBERON:0001780$$13182,AS,AS
peripheral_nervous_system,UBERON:0001780$$13182,UBERON:0003726$$13183,AS,AS
peripheral_nervous_system,UBERON:0003726$$13183,FMA:6302,AS,AS
peripheral_nervous_system,UBERON:0001021$$13184,UBERON:0001780$$13185,AS,AS
peripheral_nervous_system,UBERON:0001780$$13185,UBERON:0003726$$13186,AS,AS
peripheral_nervous_system,UBERON:0003726$$13186,FMA:6306,AS,AS
peripheral_nervous_system,UBERON:0001021$$13187,UBERON:0001780$$13188,AS,AS
peripheral_nervous_system,UBERON:0001780$$13188,UBERON:0003726$$13189,AS,AS
peripheral_nervous_system,UBERON:0003726$$13189,FMA:6309,AS,AS
peripheral_nervous_system,UBERON:0001021$$13190,UBERON:0001780$$13191,AS,AS
peripheral_nervous_system,UBERON:0001780$$13191,UBERON:0003726$$13192,AS,AS
peripheral_nervous_system,UBERON:0003726$$13192,FMA:6312,AS,AS
peripheral_nervous_system,UBERON:0001021$$13193,UBERON:0001780$$13194,AS,AS
peripheral_nervous_system,UBERON:0001780$$13194,UBERON:0003726$$13195,AS,AS
peripheral_nervous_system,UBERON:0003726$$13195,FMA:6167,AS,AS
peripheral_nervous_system,UBERON:0001021$$13196,UBERON:0001780$$13197,AS,AS
peripheral_nervous_system,UBERON:0001780$$13197,UBERON:0009624,AS,AS
peripheral_nervous_system,UBERON:0001021$$13198,UBERON:0001780$$13199,AS,AS
peripheral_nervous_system,UBERON:0001780$$13199,UBERON:0009624$$13200,AS,AS
peripheral_nervous_system,UBERON:0009624$$13200,FMA:6172,AS,AS
peripheral_nervous_system,UBERON:0001021$$13201,UBERON:0001780$$13202,AS,AS
peripheral_nervous_system,UBERON:0001780$$13202,UBERON:0009624$$13203,AS,AS
peripheral_nervous_system,UBERON:0009624$$13203,FMA:6176,AS,AS
peripheral_nervous_system,UBERON:0001021$$13204,UBERON:0001780$$13205,AS,AS
peripheral_nervous_system,UBERON:0001780$$13205,UBERON:0009624$$13206,AS,AS
peripheral_nervous_system,UBERON:0009624$$13206,FMA:6414,AS,AS
peripheral_nervous_system,UBERON:0001021$$13207,UBERON:0001780$$13208,AS,AS
peripheral_nervous_system,UBERON:0001780$$13208,UBERON:0009624$$13209,AS,AS
peripheral_nervous_system,UBERON:0009624$$13209,FMA:6415,AS,AS
peripheral_nervous_system,UBERON:0001021$$13210,UBERON:0001780$$13211,AS,AS
peripheral_nervous_system,UBERON:0001780$$13211,UBERON:0009624$$13212,AS,AS
peripheral_nervous_system,UBERON:0009624$$13212,FMA:6416,AS,AS
peripheral_nervous_system,UBERON:0001021$$13213,UBERON:0001780$$13214,AS,AS
peripheral_nervous_system,UBERON:0001780$$13214,UBERON:0009625,AS,AS
peripheral_nervous_system,UBERON:0001021$$13215,UBERON:0001780$$13216,AS,AS
peripheral_nervous_system,UBERON:0001780$$13216,UBERON:0009625$$13217,AS,AS
peripheral_nervous_system,UBERON:0009625$$13217,FMA:6423,AS,AS
peripheral_nervous_system,UBERON:0001021$$13218,UBERON:0001780$$13219,AS,AS
peripheral_nervous_system,UBERON:0001780$$13219,UBERON:0009625$$13220,AS,AS
peripheral_nervous_system,UBERON:0009625$$13220,FMA:6424,AS,AS
peripheral_nervous_system,UBERON:0001021$$13221,UBERON:0001780$$13222,AS,AS
peripheral_nervous_system,UBERON:0001780$$13222,UBERON:0009625$$13223,AS,AS
peripheral_nervous_system,UBERON:0009625$$13223,FMA:6425,AS,AS
peripheral_nervous_system,UBERON:0001021$$13224,UBERON:0001780$$13225,AS,AS
peripheral_nervous_system,UBERON:0001780$$13225,UBERON:0009625$$13226,AS,AS
peripheral_nervous_system,UBERON:0009625$$13226,FMA:6426,AS,AS
peripheral_nervous_system,UBERON:0001021$$13227,UBERON:0001780$$13228,AS,AS
peripheral_nervous_system,UBERON:0001780$$13228,UBERON:0009625$$13229,AS,AS
peripheral_nervous_system,UBERON:0009625$$13229,FMA:6427,AS,AS
peripheral_nervous_system,UBERON:0001021$$13230,UBERON:0001780$$13231,AS,AS
peripheral_nervous_system,UBERON:0001780$$13231,FMA:5863,AS,AS
peripheral_nervous_system,UBERON:0001021$$13232,ILX:0738292,AS,AS
peripheral_nervous_system,UBERON:0001021$$13233,FMA:6942,AS,AS
peripheral_nervous_system,UBERON:0001021$$13234,ILX:0793355,AS,AS
peripheral_nervous_system,UBERON:0001021$$13235,ILX:0777095,AS,AS
peripheral_nervous_system,UBERON:0001021$$13236,ILX:0777096,AS,AS
peripheral_nervous_system,UBERON:0001021$$13237,ILX:0777097,AS,AS
peripheral_nervous_system,UBERON:0001021$$13238,ILX:0777098,AS,AS
peripheral_nervous_system,UBERON:0001021$$13239,ILX:0794763,AS,AS
peripheral_nervous_system,UBERON:0001021$$13240,ILX:0793157,AS,AS
peripheral_nervous_system,UBERON:0001021$$13241,ILX:0793158,AS,AS
peripheral_nervous_system,UBERON:0001021$$13242,ILX:0793159,AS,AS
peripheral_nervous_system,UBERON:0001021$$13243,ILX:0793160,AS,AS
peripheral_nervous_system,UBERON:0001021$$13244,ILX:0793199,AS,AS
peripheral_nervous_system,UBERON:0001021$$13245,ILX:0794761,AS,AS
peripheral_nervous_system,UBERON:0001021$$13246,ILX:0777088,AS,AS
