id,name,type,organ,ontology_id
UBERON:0002651,anterior horn of lateral ventricle,AS,allen_brain,UBERON:0002651
UBERON:0002285$$5,telencephalic ventricle,AS,allen_brain,UBERON:0002285
UBERON:0002655,body of lateral ventricle,AS,allen_brain,UBERON:0002655
UBERON:0002285$$6,telencephalic ventricle,AS,allen_brain,UBERON:0002285
ASCTB-TEMP:atrium-of-lateral-ventricle,atrium of lateral ventricle,AS,allen_brain,ASCTB-TEMP:atrium-of-lateral-ventricle
UBERON:0002285$$7,telencephalic ventricle,AS,allen_brain,UBERON:0002285
UBERON:0004672,posterior horn lateral ventricle,AS,allen_brain,UBERON:0004672
UBERON:0002285$$8,telencephalic ventricle,AS,allen_brain,UBERON:0002285
UBERON:0006091,inferior horn of the lateral ventricle,AS,allen_brain,UBERON:0006091
UBERON:0002286,third ventricle,AS,allen_brain,UBERON:0002286
UBERON:0001891,midbrain,AS,allen_brain,UBERON:0001891
UBERON:0019267,gray matter of midbrain,AS,allen_brain,UBERON:0019267
UBERON:0001944,Pretectal region,AS,allen_brain,UBERON:0001944
UBERON:0001943,midbrain tegmentum,AS,allen_brain,UBERON:0001943
UBERON:0003040,central gray substance of midbrain,AS,allen_brain,UBERON:0003040
UBERON:0001947,red nucleus,AS,allen_brain,UBERON:0001947
UBERON:0002038,substantia nigra,AS,allen_brain,UBERON:0002038
UBERON:0001945,superior colliculus,AS,allen_brain,UBERON:0001945
UBERON:0001946,inferior colliculus,AS,allen_brain,UBERON:0001946
UBERON:0016554,white matter of midbrain,AS,allen_brain,UBERON:0016554
UBERON:0002623,cerebral peduncle,AS,allen_brain,UBERON:0002623
UBERON:0002289,midbrain cerebral aqueduct,AS,allen_brain,UBERON:0002289
UBERON:0002028,hindbrain,AS,allen_brain,UBERON:0002028
UBERON:0019263,gray matter of hindbrain,AS,allen_brain,UBERON:0019263
UBERON:0002037,cerebellum,AS,allen_brain,UBERON:0002037
UBERON:0002129,cerebellar cortex,AS,allen_brain,UBERON:0002129
UBERON:0027285,paravermis lobule area,AS,allen_brain,UBERON:0027285
UBERON:0014644,cerebrocerebellum,AS,allen_brain,UBERON:0014644
UBERON:0004720,cerebellar vermis,AS,allen_brain,UBERON:0004720
UBERON:0002130,cerebellar nuclear complex,AS,allen_brain,UBERON:0002130
UBERON:0000988,pons,AS,allen_brain,UBERON:0000988
UBERON:0003023,pontine tegmentum,AS,allen_brain,UBERON:0003023
UBERON:0007228,vestibular nucleus,AS,allen_brain,UBERON:0007228
UBERON:0007634,parabrachial nucleus,AS,allen_brain,UBERON:0007634
UBERON:0002151,pontine nuclear group,AS,allen_brain,UBERON:0002151
UBERON:0001896,medulla oblongata,AS,allen_brain,UBERON:0001896
UBERON:0024151,tegmentum,AS,allen_brain,UBERON:0024151
UBERON:0001717,spinal nucleus of trigeminal nerve,AS,allen_brain,UBERON:0001717
UBERON:0002127,inferior olivary complex,AS,allen_brain,UBERON:0002127
UBERON:0019258,white matter of hindbrain,AS,allen_brain,UBERON:0019258
UBERON:0002707,corticospinal tract,AS,allen_brain,UBERON:0002707
UBERON:0002150,superior cerebellar peduncle,AS,allen_brain,UBERON:0002150
UBERON:0002152,middle cerebellar peduncle,AS,allen_brain,UBERON:0002152
UBERON:0002163,inferior cerebellar peduncle,AS,allen_brain,UBERON:0002163
UBERON:0004086,brain ventricle,AS,allen_brain,UBERON:0004086
UBERON:0002422,fourth ventricle,AS,allen_brain,UBERON:0002422
UBERON:0002291,central canal of spinal cord,AS,allen_brain,UBERON:0002291
UBERON:0002761,inferior frontal sulcus,AS,allen_brain,UBERON:0002761
ASCTB-TEMP:ifs1,ifs1,AS,allen_brain,ASCTB-TEMP:ifs1
ASCTB-TEMP:ifs2,ifs2,AS,allen_brain,ASCTB-TEMP:ifs2
ASCTB-TEMP:ifs3,ifs3,AS,allen_brain,ASCTB-TEMP:ifs3
ASCTB-TEMP:ifs4,ifs4,AS,allen_brain,ASCTB-TEMP:ifs4
ASCTB-TEMP:inferior-frontal-junction,inferior frontal junction,AS,allen_brain,ASCTB-TEMP:inferior-frontal-junction
ASCTB-TEMP:ifj1,ifj1,AS,allen_brain,ASCTB-TEMP:ifj1
ASCTB-TEMP:ifj2,ifj2,AS,allen_brain,ASCTB-TEMP:ifj2
CL:0000236,B cell,CT,allen_brain,CL:0000236
CL:0000084,T cell,CT,allen_brain,CL:0000084
CL:0000623,natural killer cell,CT,allen_brain,CL:0000623
CL:0000576,monocyte,CT,allen_brain,CL:0000576
CL:0000129,microglial cell,CT,allen_brain,CL:0000129
PCL:0051005,Mgl_4 microglial cell (Hsap),CT,allen_brain,PCL:0051005
PCL:0051006,Mgl_5 microglial cell (Hsap),CT,allen_brain,PCL:0051006
PCL:0051007,Mgl_6 microglial cell (Hsap),CT,allen_brain,PCL:0051007
PCL:0051008,Mgl_7 microglial cell (Hsap),CT,allen_brain,PCL:0051008
PCL:0051009,Mgl_8 microglial cell (Hsap),CT,allen_brain,PCL:0051009
PCL:0051010,Mgl_9 microglial cell (Hsap),CT,allen_brain,PCL:0051010
PCL:0051011,Mgl_10 microglial cell (Hsap),CT,allen_brain,PCL:0051011
PCL:0051012,Mgl_11 microglial cell (Hsap),CT,allen_brain,PCL:0051012
PCL:0051013,Mgl_12 microglial cell (Hsap),CT,allen_brain,PCL:0051013
CL:4023072,brain vascular cell,CT,allen_brain,CL:4023072
PCL:0051014,VendPLVAP_13 brain vascular cell (Hsap),CT,allen_brain,PCL:0051014
PCL:0051015,VendAC_14 brain vascular cell (Hsap),CT,allen_brain,PCL:0051015
PCL:0051016,VendC_15 brain vascular cell (Hsap),CT,allen_brain,PCL:0051016
PCL:0051017,VendVC_16 brain vascular cell (Hsap),CT,allen_brain,PCL:0051017
PCL:0051018,VendV_17 brain vascular cell (Hsap),CT,allen_brain,PCL:0051018
PCL:0051019,VendA_18 brain vascular cell (Hsap),CT,allen_brain,PCL:0051019
PCL:0051020,Vsmc_19 brain vascular cell (Hsap),CT,allen_brain,PCL:0051020
PCL:0051021,Vsmc_20 brain vascular cell (Hsap),CT,allen_brain,PCL:0051021
PCL:0051022,Per_21 brain vascular cell (Hsap),CT,allen_brain,PCL:0051022
PCL:0051023,Per_22 brain vascular cell (Hsap),CT,allen_brain,PCL:0051023
PCL:0051024,Per_23 brain vascular cell (Hsap),CT,allen_brain,PCL:0051024
CL:0000057,fibroblast,CT,allen_brain,CL:0000057
PCL:0051025,Fbl_24 fibroblast (Hsap),CT,allen_brain,PCL:0051025
PCL:0051026,Fbl_25 fibroblast (Hsap),CT,allen_brain,PCL:0051026
PCL:0051027,Fbl_26 fibroblast (Hsap),CT,allen_brain,PCL:0051027
PCL:0051028,Fbl_27 fibroblast (Hsap),CT,allen_brain,PCL:0051028
PCL:0051029,Fbl_28 fibroblast (Hsap),CT,allen_brain,PCL:0051029
PCL:0051030,Fbl_29 fibroblast (Hsap),CT,allen_brain,PCL:0051030
PCL:0051031,Fbl_30 fibroblast (Hsap),CT,allen_brain,PCL:0051031
PCL:0051032,Fbl_31 fibroblast (Hsap),CT,allen_brain,PCL:0051032
CL:0002453,oligodendrocyte precursor cell,CT,allen_brain,CL:0002453
PCL:0051033,OPC_32 oligodendrocyte precursor cell (Hsap),CT,allen_brain,PCL:0051033
PCL:0051034,OPC_33 oligodendrocyte precursor cell (Hsap),CT,allen_brain,PCL:0051034
PCL:0051035,OPC_34 oligodendrocyte precursor cell (Hsap),CT,allen_brain,PCL:0051035
CL:0002453$$9,oligodendrocyte precursor cell,CT,allen_brain,CL:0002453
PCL:0051036,OPC_35 oligodendrocyte precursor cell (Hsap),CT,allen_brain,PCL:0051036
PCL:0051037,OPC_36 oligodendrocyte precursor cell (Hsap),CT,allen_brain,PCL:0051037
CL:4023059,differentiation-committed oligodendrocyte precursor,CT,allen_brain,CL:4023059
PCL:0051038,COP_37 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051038
PCL:0051039,COP_38 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051039
PCL:0051040,COP_39 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051040
CL:0000128,oligodendrocyte,CT,allen_brain,CL:0000128
PCL:0051041,Oligo_40 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051041
PCL:0051042,COP_41 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051042
ASCTB-TEMP:thalamus,thalamus,AS,allen_brain,ASCTB-TEMP:thalamus
CL:4023059$$10,differentiation-committed oligodendrocyte precursor,CT,allen_brain,CL:4023059
PCL:0051043,COP_42 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051043
PCL:0051044,COP_43 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051044
PCL:0051045,Oligo_44 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051045
PCL:0051046,Oligo_45 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051046
PCL:0051047,Oligo_46 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051047
PCL:0051048,Oligo_47 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051048
CL:0000128$$11,oligodendrocyte,CT,allen_brain,CL:0000128
PCL:0051049,Oligo_48 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051049
PCL:0051050,Oligo_49 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051050
CL:0000128$$12,oligodendrocyte,CT,allen_brain,CL:0000128
PCL:0051051,Oligo_50 oligodendrocyte (Hsap),CT,allen_brain,PCL:0051051
CL:0000644,Bergmann glial cell,CT,allen_brain,CL:0000644
ASCTB-TEMP:bgl51,Bgl_51 Bergmann glia Non-neuron of cerebellum (Hsap),CT,allen_brain,ASCTB-TEMP:bgl51
CL:0002605,astrocyte of the cerebral cortex,CT,allen_brain,CL:0002605
PCL:0051053,Astro_52 astrocyte (Hsap),CT,allen_brain,PCL:0051053
CL:0002604,hippocampal astrocyte,CT,allen_brain,CL:0002604
PCL:0051054,Astro_53 astrocyte (Hsap),CT,allen_brain,PCL:0051054
CL:0012000,astrocyte of the forebrain,CT,allen_brain,CL:0012000
PCL:0051055,Astro_54 astrocyte (Hsap),CT,allen_brain,PCL:0051055
PCL:0051056,Astro_55 astrocyte (Hsap),CT,allen_brain,PCL:0051056
CL:0000127,astrocyte,CT,allen_brain,CL:0000127
PCL:0051057,Astro_56 astrocyte (Hsap),CT,allen_brain,PCL:0051057
PCL:0051058,Astro_57 astrocyte (Hsap),CT,allen_brain,PCL:0051058
PCL:0051059,Astro_58 astrocyte (Hsap),CT,allen_brain,PCL:0051059
PCL:0051060,Astro_59 astrocyte (Hsap),CT,allen_brain,PCL:0051060
PCL:0051061,Astro_60 astrocyte (Hsap),CT,allen_brain,PCL:0051061
PCL:0051062,Astro_61 astrocyte (Hsap),CT,allen_brain,PCL:0051062
PCL:0051063,Astro_62 astrocyte (Hsap),CT,allen_brain,PCL:0051063
PCL:0051064,Astro_63 astrocyte (Hsap),CT,allen_brain,PCL:0051064
CL:0000127$$13,astrocyte,CT,allen_brain,CL:0000127
PCL:0051065,Astro_64 astrocyte (Hsap),CT,allen_brain,PCL:0051065
CL:0000065,ependymal cell,CT,allen_brain,CL:0000065
PCL:0051066,Epen_65 ependymal cell (Hsap),CT,allen_brain,PCL:0051066
CL:0000065$$14,ependymal cell,CT,allen_brain,CL:0000065
PCL:0051067,Epen_66 ependymal cell (Hsap),CT,allen_brain,PCL:0051067
CL:0000065$$15,ependymal cell,CT,allen_brain,CL:0000065
PCL:0051068,Epen_67 ependymal cell (Hsap),CT,allen_brain,PCL:0051068
PCL:0051069,Epen_68 ependymal cell (Hsap),CT,allen_brain,PCL:0051069
PCL:0051070,Epen_69 ependymal cell (Hsap),CT,allen_brain,PCL:0051070
PCL:0051071,Epen_70 ependymal cell (Hsap),CT,allen_brain,PCL:0051071
PCL:0051072,Epen_71 ependymal cell (Hsap),CT,allen_brain,PCL:0051072
PCL:0051073,Epen_72 ependymal cell (Hsap),CT,allen_brain,PCL:0051073
CL:0000065$$16,ependymal cell,CT,allen_brain,CL:0000065
PCL:0051074,Epen_73 ependymal cell (Hsap),CT,allen_brain,PCL:0051074
PCL:0051075,Epen_74 ependymal cell (Hsap),CT,allen_brain,PCL:0051075
PCL:0051076,COP_75 differentiation-committed oligodendrocyte precursor (Hsap),CT,allen_brain,PCL:0051076
CL:0000706,choroid plexus epithelial cell,CT,allen_brain,CL:0000706
PCL:0051077,Chrp_76 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051077
PCL:0051078,Chrp_77 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051078
CL:0000706$$17,choroid plexus epithelial cell,CT,allen_brain,CL:0000706
PCL:0051079,Chrp_78 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051079
CL:0000706$$18,choroid plexus epithelial cell,CT,allen_brain,CL:0000706
PCL:0051080,Chrp_79 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051080
CL:0000706$$19,choroid plexus epithelial cell,CT,allen_brain,CL:0000706
PCL:0051081,Chrp_80 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051081
PCL:0051082,Chrp_81 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051082
PCL:0051083,Chrp_82 choroid plexus epithelial cell (Hsap),CT,allen_brain,PCL:0051083
CL:4023012,near-projecting glutamatergic cortical neuron,CT,allen_brain,CL:4023012
PCL:0051084,DLNP_83 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051084
CL:0000679,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051085,DLCT6b_84 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051085
CL:4023012$$20,near-projecting glutamatergic cortical neuron,CT,allen_brain,CL:4023012
PCL:0051086,DLNP_85 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051086
PCL:0051087,DLNP_86 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051087
CL:4023012$$21,near-projecting glutamatergic cortical neuron,CT,allen_brain,CL:4023012
PCL:0051088,DLNP_87 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051088
PCL:0051089,DLNP_88 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051089
PCL:0051090,DLNP_89 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051090
PCL:0051091,DLNP_90 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051091
CL:4023012$$22,near-projecting glutamatergic cortical neuron,CT,allen_brain,CL:4023012
PCL:0051092,DLNP_91 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051092
PCL:0051093,DLNP_92 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051093
PCL:0051094,DLNP_93 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051094
PCL:0051095,DLNP_94 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051095
CL:4023012$$23,near-projecting glutamatergic cortical neuron,CT,allen_brain,CL:4023012
PCL:0051096,DLNP_95 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051096
CL:4023012$$24,near-projecting glutamatergic cortical neuron,CT,allen_brain,CL:4023012
PCL:0051097,DLNP_96 near-projecting glutamatergic cortical neuron (Hsap),CT,allen_brain,PCL:0051097
CL:0000679$$25,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051098,DLCT6b_97 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051098
CL:0000679$$26,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051099,DLCT6b_98 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051099
CL:0000679$$27,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051100,DLCT6b_99 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051100
CL:0000679$$28,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051101,DLCT6b_100 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051101
CL:0000679$$29,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051102,DLCT6b_101 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051102
CL:0000679$$30,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051103,DLCT6b_102 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051103
CL:0000679$$31,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051104,DLCT6b_103 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051104
CL:0000679$$32,glutamatergic neuron,CT,allen_brain,CL:0000679
PCL:0051105,DLCT6b_104 glutamatergic neuron (Hsap),CT,allen_brain,PCL:0051105
CL:0000679$$33,glutamatergic neuron,CT,allen_brain,CL:0000679
